Zip_Code,Population,White,Black,Native_American,Asian,Hawaiian_Pacific_Islander,Other,Latino,Mixed_Race
601,17599,59,0,7,0,0,0,17533,0
602,39209,1603,23,0,0,0,15,36736,1664
603,50135,508,161,0,167,10,155,48865,538
606,6304,12,0,0,0,0,0,6292,0
610,27590,570,15,0,0,1,31,26850,246
612,62566,229,10,12,0,0,0,62292,46
616,10687,45,0,0,0,0,0,10642,0
617,24508,28,0,0,12,0,0,24454,28
622,7405,62,0,0,0,0,0,7343,0
623,42321,60,0,0,0,0,0,42261,0
624,23238,30,0,0,0,0,0,23180,56
627,32936,258,17,0,0,0,0,32661,0
631,1555,8,0,0,0,0,0,1547,0
637,23610,52,0,0,0,0,0,23558,0
638,17202,90,0,0,0,0,0,17112,0
641,28332,115,27,0,0,0,0,28190,0
646,38008,479,0,0,34,0,0,37495,0
647,5610,0,0,0,0,0,0,5610,0
650,14664,143,0,0,0,0,0,14521,0
652,3681,0,0,0,0,0,0,3681,0
653,11717,88,0,0,0,0,0,11629,0
656,19546,70,0,0,14,0,9,19453,0
659,40978,71,0,0,0,0,0,40907,0
660,16474,43,18,0,0,0,0,16413,0
662,41341,402,102,0,0,0,121,40716,0
664,15396,19,0,0,0,0,0,15377,0
667,24089,29,0,0,0,0,0,24060,0
669,26510,78,7,0,0,0,0,26389,72
670,8797,99,0,0,0,0,0,8698,0
674,40826,395,155,0,0,0,40,40220,32
676,37862,145,0,1,30,0,89,37541,112
677,14569,971,0,0,27,0,0,13133,876
678,26642,137,93,0,0,0,24,26388,0
680,48035,175,28,0,10,1,4,47817,0
682,32820,220,1,0,24,0,76,32499,0
683,31627,128,20,4,0,0,16,31459,0
685,38849,346,0,0,0,0,31,38472,0
687,31785,30,0,20,0,0,25,31710,0
688,12360,97,0,0,10,0,0,12253,0
690,5587,62,0,0,0,0,0,5351,348
692,36218,351,19,0,15,0,81,35683,138
693,56327,1677,45,0,0,1,43,54561,0
694,88,0,0,0,0,0,0,88,0
698,37493,80,0,0,5,0,0,37408,0
703,27137,194,0,0,0,0,0,26943,0
704,7842,11,0,1,17,0,0,7745,136
705,23831,84,8,0,18,0,17,23704,0
707,11240,128,0,0,0,0,0,11112,0
714,18363,33,0,0,0,0,0,18330,0
715,3645,0,37,0,0,0,0,3608,0
716,29191,185,21,0,0,0,0,28965,40
717,17285,117,23,0,75,0,0,17070,0
718,26073,54,0,0,0,0,66,25953,0
719,29684,37,0,0,0,0,51,29596,0
720,21753,65,0,0,0,0,0,21688,0
723,17826,34,0,0,0,12,0,17780,0
725,82822,705,40,0,10,0,75,81927,130
727,56023,431,52,0,0,0,18,55522,0
728,40326,129,33,0,0,0,16,40148,0
729,52244,58,11,0,81,0,13,52081,0
730,32735,250,0,0,0,0,0,32485,0
731,13862,40,0,0,0,0,0,13822,0
735,12749,100,0,0,8,0,0,12619,44
736,48476,220,12,0,54,0,1,48189,0
738,31558,253,69,0,67,0,0,31134,70
739,37380,109,0,0,0,0,0,37271,0
740,1517,0,0,0,0,0,0,1517,0
741,5168,0,0,0,0,0,0,5168,0
745,52624,259,0,0,0,0,0,52345,40
751,22174,5,0,0,98,0,0,22071,0
754,38636,0,0,0,22,0,0,38605,18
757,22475,81,0,0,0,0,0,22394,0
765,8721,357,0,0,0,0,0,8336,56
766,23931,37,18,0,0,0,11,23865,0
767,35042,25,0,0,11,0,0,35006,0
769,39605,182,8,0,0,0,7,39408,0
771,37705,37,76,0,0,0,26,37566,0
772,20784,0,6,0,0,0,0,20778,0
773,18952,260,10,0,16,0,41,18608,34
775,1480,115,0,5,0,0,6,1354,0
777,40611,259,0,0,0,0,0,40352,0
778,46852,534,113,0,23,0,48,46134,0
780,11679,131,0,0,0,0,0,11548,0
782,18196,41,0,0,0,0,20,18135,0
783,34240,301,0,0,0,0,21,33904,28
784,41417,323,68,0,0,0,2,41024,0
786,249,0,0,0,0,0,0,249,0
791,49551,592,20,0,0,0,89,48756,188
794,29296,0,3,0,0,0,0,29293,0
795,45573,50,9,11,18,0,0,45485,0
901,6540,270,68,0,6,0,0,6188,16
906,91,0,0,0,0,0,0,91,0
907,16819,675,96,0,23,0,0,15963,124
909,5430,28,7,0,6,0,5,5384,0
911,7617,539,37,0,32,0,0,7009,0
912,5920,63,16,0,0,0,19,5822,0
913,8495,66,0,0,0,0,0,8429,0
915,27534,19,96,0,25,0,108,27286,0
917,18316,118,0,0,34,0,0,18139,50
918,16595,136,0,0,0,0,0,16459,0
920,16698,133,45,0,0,0,0,16520,0
921,35161,245,85,0,0,12,0,34819,0
923,24754,189,53,16,0,0,0,24496,0
924,51699,623,118,0,0,0,147,50811,0
925,6796,163,18,0,67,0,25,6523,0
926,99106,708,116,0,311,0,41,97912,36
927,13503,355,26,0,102,0,0,13020,0
934,25,11,14,0,0,0,0,0,0
936,749,15,0,0,0,0,0,734,0
949,76058,419,97,0,10,0,58,75467,14
950,0,0,0,0,0,0,0,0,0
951,0,0,0,0,0,0,0,0,0
952,8467,35,0,0,0,0,0,8432,0
953,72608,315,40,0,273,6,0,71974,0
956,68452,404,26,2,35,0,0,67946,78
957,40738,152,9,0,20,12,118,40427,0
959,47849,401,40,5,0,0,0,47403,0
960,2454,7,15,0,0,0,5,2415,24
961,31017,246,49,0,58,0,6,30639,38
962,19864,90,0,0,58,0,0,19716,0
965,7659,14,11,0,0,0,0,7634,0
966,16169,175,10,0,0,0,0,15984,0
968,3368,45,0,0,29,0,6,3288,0
969,43216,971,5,0,9,0,0,42189,84
971,27449,86,0,0,0,0,0,27301,124
976,60134,424,15,0,0,0,0,59657,76
979,15203,725,44,0,245,0,63,14099,54
982,14514,35,16,0,0,0,0,14463,0
983,36687,168,95,0,16,0,18,36346,88
985,32750,78,36,0,0,0,0,32636,0
987,58583,258,36,0,0,0,54,58217,36
1001,17537,15401,218,7,464,34,0,1152,522
1002,30280,22214,1534,74,3523,31,49,1921,1868
1003,11131,7862,702,48,1635,0,36,594,508
1005,5014,4743,111,0,38,0,0,87,70
1007,14906,13900,56,0,451,0,54,193,504
1008,1272,1251,0,0,7,0,0,6,16
1009,384,384,0,0,0,0,0,0,0
1010,3724,3589,26,0,16,0,0,93,0
1011,1507,1446,9,0,3,0,3,40,12
1012,531,523,0,0,0,4,0,4,0
1013,23026,15599,599,38,483,0,50,6068,378
1020,30148,23291,1105,43,446,0,0,4748,1030
1022,2604,1763,386,0,63,0,0,248,288
1026,958,888,43,0,4,0,0,22,2
1027,17870,15904,411,3,315,0,0,953,568
1028,16156,14034,787,24,727,0,9,377,396
1029,728,712,9,0,0,0,0,4,6
1030,11211,10000,131,0,214,0,0,835,62
1031,1151,1124,6,0,0,0,0,10,22
1032,551,539,0,0,0,0,0,12,0
1033,6300,5802,0,0,18,0,46,394,80
1034,2313,2213,0,1,4,0,8,42,90
1035,5301,4515,387,24,68,0,0,271,72
1036,5193,4943,11,0,25,0,9,167,76
1037,772,705,12,0,1,0,0,54,0
1038,2897,2811,31,0,24,0,0,13,36
1039,1129,1086,7,0,0,0,0,36,0
1040,40362,17365,1154,64,624,0,117,20652,772
1050,2334,2157,40,5,0,8,5,20,198
1053,1658,1488,63,0,15,0,0,72,40
1054,1997,1895,13,4,32,0,2,24,54
1056,21331,18970,275,19,140,19,0,1671,474
1057,8801,8415,55,0,45,0,9,132,290
1060,15729,12877,451,4,663,0,10,1311,826
1062,10587,8385,169,4,721,0,0,1046,524
1063,574,389,22,0,78,0,0,46,78
1066,9,9,0,0,0,0,0,0,0
1068,1849,1764,4,9,4,0,0,55,26
1069,8919,8296,160,0,47,0,0,335,162
1070,637,571,3,1,25,0,0,20,34
1071,1206,1124,24,4,0,0,0,19,70
1072,1490,1316,19,0,7,0,6,72,140
1073,6090,5948,0,0,107,0,0,7,56
1074,477,477,0,0,0,0,0,0,0
1075,17755,15053,466,6,786,0,27,1014,806
1077,9711,9455,8,0,98,0,0,23,254
1079,480,414,0,0,0,0,0,66,0
1080,2532,2189,40,0,0,0,0,118,370
1081,1827,1756,3,0,0,0,0,50,36
1082,10637,9674,56,0,56,0,0,644,414
1083,3182,2975,0,0,151,0,0,40,32
1084,183,160,0,0,0,0,0,23,0
1085,41652,36030,609,38,924,29,67,3453,1004
1086,683,608,38,0,7,0,0,30,0
1088,399,359,26,0,0,0,0,6,16
1089,28671,22329,1256,50,1278,0,402,2829,1054
1092,1133,1073,2,0,0,0,0,58,0
1093,348,348,0,0,0,0,0,0,0
1094,327,327,0,0,0,0,0,0,0
1095,14659,13083,408,0,137,0,0,612,838
1096,2607,2559,0,0,11,14,0,23,0
1097,54,47,0,0,0,0,0,0,14
1098,1186,1139,3,0,12,3,7,10,24
1103,2409,454,294,6,77,0,0,1534,88
1104,23635,6906,1862,0,301,3,10,14100,906
1105,11601,1858,2285,0,16,0,16,7314,224
1106,16048,13826,106,0,1117,0,1,727,542
1107,11304,1271,1106,0,47,0,44,8817,38
1108,28925,8850,5104,180,1469,0,18,12562,1484
1109,30125,6414,10668,35,357,12,17,11789,1666
1118,14774,8823,1672,83,565,0,0,3324,614
1119,13236,6331,3063,0,243,0,33,3405,322
1128,2798,1842,370,21,12,0,14,367,344
1129,6750,4104,1108,9,92,0,0,1148,578
1151,8884,3320,1673,0,81,7,0,3388,830
1199,0,0,0,0,0,0,0,0,0
1201,44775,37908,1884,99,905,8,69,2634,2536
1220,8211,7958,64,4,31,0,20,77,114
1222,818,794,0,6,0,0,13,5,0
1223,2351,2195,27,0,4,0,0,82,86
1224,209,209,0,0,0,0,0,0,0
1225,3169,3118,0,0,0,0,0,44,14
1226,6839,6508,26,28,106,0,0,132,78
1229,86,70,0,0,0,0,0,8,16
1230,8359,6970,250,10,138,5,0,837,298
1235,2671,2615,2,2,0,0,5,20,54
1236,1197,1063,55,0,0,0,0,58,42
1237,2662,2560,71,0,2,0,0,19,20
1238,5917,5337,75,8,174,0,178,122,46
1240,4493,4176,100,0,91,0,0,119,14
1242,475,474,0,0,0,0,0,0,2
1243,333,331,0,0,2,0,0,0,0
1244,108,108,0,0,0,0,0,0,0
1245,803,780,5,0,5,0,9,4,0
1247,15703,14302,222,0,81,21,0,500,1154
1253,742,728,0,5,0,0,0,4,10
1254,977,921,10,3,23,0,0,2,36
1255,859,808,3,0,9,0,5,18,32
1256,764,665,36,2,0,0,0,16,90
1257,2138,2112,0,0,0,0,16,10,0
1258,357,302,0,5,1,4,5,40,0
1259,506,495,7,0,0,0,0,0,8
1260,447,447,0,0,0,0,0,0,0
1262,1110,993,26,0,13,0,0,66,24
1264,205,189,2,0,0,0,0,14,0
1266,1360,1200,52,24,23,4,0,38,38
1267,7853,6157,354,57,472,0,0,575,476
1270,813,766,0,0,10,0,3,13,42
1301,17715,15517,357,7,162,0,16,1264,784
1330,1468,1381,2,0,10,0,3,29,86
1331,13281,12080,105,0,106,0,0,664,652
1337,2626,2563,10,0,8,0,0,41,8
1338,170,155,0,0,0,0,0,0,30
1339,1472,1391,11,0,24,0,2,22,44
1340,1642,1556,13,0,26,0,3,11,66
1341,1743,1694,0,0,4,0,0,44,2
1342,1759,1562,68,0,8,0,5,97,38
1343,46,46,0,0,0,0,0,0,0
1344,1518,1433,32,0,10,0,0,16,54
1346,464,450,0,1,2,0,0,4,14
1347,126,126,0,0,0,0,0,0,0
1349,1231,1174,6,21,0,0,0,0,60
1350,86,86,0,0,0,0,0,0,0
1351,2209,2107,2,14,0,0,0,37,98
1354,1604,1483,69,0,12,0,0,6,68
1355,917,892,0,0,0,0,0,4,42
1360,3012,2866,13,0,57,0,0,56,40
1364,7819,7455,16,15,91,0,0,124,236
1366,1218,1167,6,0,2,0,0,24,38
1367,605,577,1,0,0,0,0,18,18
1368,1316,1277,4,9,8,0,0,18,0
1370,4032,3832,15,21,90,0,0,19,110
1373,4160,3930,13,0,25,0,0,140,104
1375,3662,2726,97,9,365,63,36,274,184
1376,5096,4315,117,32,102,0,0,319,422
1378,744,712,0,3,5,0,0,13,22
1379,836,774,5,5,11,0,0,14,54
1420,40666,26154,1372,76,1502,0,42,10793,1454
1430,6210,5901,84,0,9,0,24,75,234
1431,3195,3033,23,3,25,0,0,65,92
1432,7703,6160,376,0,346,0,69,500,504
1434,1712,1049,305,31,71,0,0,213,86
1436,3460,3320,0,0,32,0,0,69,78
1438,563,562,1,0,0,0,0,0,0
1440,20496,17488,407,33,262,0,7,1652,1294
1450,11282,10433,58,5,482,0,11,149,288
1451,4630,4197,90,7,161,0,46,73,112
1452,4581,4301,159,0,13,0,0,78,60
1453,41446,29669,2027,33,1194,0,236,7365,1844
1460,9754,8678,64,0,575,0,0,74,726
1462,11150,9755,241,0,247,0,0,702,410
1463,12049,11066,141,0,246,0,22,315,518
1464,7572,5179,621,3,374,0,10,893,984
1467,511,482,0,0,11,0,0,0,36
1468,4124,3957,0,17,113,0,0,37,0
1469,7454,6992,9,0,81,0,96,190,172
1473,7566,7253,15,0,21,0,0,256,42
1474,1964,1830,0,0,41,0,12,81,0
1475,10738,9910,102,0,46,0,0,441,478
1501,16412,15055,231,12,308,0,0,685,242
1503,3098,3002,22,0,22,0,0,26,52
1504,9201,8514,218,29,35,0,19,206,360
1505,4524,4153,43,0,196,0,0,87,90
1506,3406,3130,34,0,37,0,31,0,348
1507,13379,12734,116,7,93,0,14,249,332
1510,13855,10874,165,0,191,0,8,2294,646
1515,2123,2047,0,9,6,0,6,49,12
1516,8745,7648,41,0,149,0,0,655,504
1518,3490,3318,1,0,88,0,0,75,16
1519,6657,5472,495,0,337,0,63,174,232
1520,15061,13646,216,7,381,0,8,450,706
1521,2510,2392,33,0,0,0,0,61,48
1522,3497,3066,35,39,44,0,0,313,0
1523,7735,6671,380,8,9,17,28,503,238
1524,6702,6435,17,0,18,8,0,171,106
1525,227,162,0,0,0,0,0,65,0
1527,13521,12497,114,9,347,0,179,181,388
1529,3237,3071,1,0,16,0,5,52,184
1531,1247,1220,6,0,6,0,0,15,0
1532,14918,12595,247,52,1305,0,24,463,464
1534,6262,5807,43,5,84,5,0,318,0
1535,4760,4596,39,0,36,0,0,67,44
1536,7709,6118,265,0,431,0,5,685,410
1537,2337,1959,1,0,36,0,0,259,164
1540,11386,10259,90,0,219,0,0,571,494
1541,3438,3180,19,0,36,0,0,115,176
1542,2299,2191,56,7,0,0,0,19,52
1543,8463,8100,6,0,129,0,0,183,90
1545,36269,25731,1062,10,6560,0,150,1752,2008
1550,16858,10516,298,21,120,0,40,5735,256
1560,4477,3085,224,0,704,0,2,261,402
1561,243,130,0,0,76,0,0,0,74
1562,11856,11039,101,0,286,0,0,381,98
1564,8000,7328,36,26,133,0,34,376,134
1566,6006,5559,28,0,138,0,5,223,106
1568,7706,6838,7,0,195,0,0,310,712
1569,13864,12898,329,0,287,0,22,210,236
1570,16926,13702,724,0,189,0,57,1955,598
1571,11637,10652,197,56,312,0,0,300,240
1581,18836,12694,433,83,4411,0,20,913,564
1583,7639,6087,395,4,113,0,13,867,320
1585,4661,4443,5,0,99,0,18,66,60
1588,9864,8903,193,29,227,0,0,346,332
1590,9297,8641,288,0,97,13,13,15,460
1602,24166,17546,1962,5,1160,0,66,2796,1262
1603,19981,11062,1931,57,2286,37,105,4163,680
1604,36772,20086,5127,302,3095,12,43,7370,1474
1605,28742,13243,4344,4,1836,19,226,8408,1324
1606,19375,15042,1508,0,887,0,66,1573,598
1607,8698,4813,1758,0,485,0,10,1340,584
1608,3371,1022,826,48,54,0,0,1348,146
1609,20714,13463,1837,191,1562,0,68,3253,680
1610,23438,9670,2544,6,2101,6,114,8462,1070
1611,2451,1996,120,0,75,10,0,193,114
1612,4845,4287,337,0,34,6,6,139,72
1701,32098,25482,1672,125,2345,0,184,1913,754
1702,39226,21564,2252,105,3169,0,721,9725,3380
1718,716,358,112,0,174,0,0,43,58
1719,5546,4083,49,0,1118,0,0,161,270
1720,22680,15809,420,24,5622,46,27,414,636
1721,17478,14251,523,0,1493,0,21,859,662
1730,14031,10764,428,23,2032,0,10,562,424
1731,2012,1329,23,0,192,0,5,349,228
1740,5167,4663,19,0,231,0,0,193,122
1741,5160,4336,0,7,583,0,0,117,234
1742,19383,15812,651,0,1217,0,35,1232,872
1745,501,448,0,0,33,0,10,10,0
1746,14480,12880,156,0,607,0,33,537,534
1747,5955,5605,26,0,31,0,27,236,60
1748,16720,14577,320,0,1057,0,25,458,566
1749,19843,17355,258,10,527,0,26,1330,674
1752,39771,29020,1054,39,2146,0,595,5156,3522
1754,10560,9361,434,0,309,0,65,297,188
1756,5995,5612,32,0,70,0,65,47,338
1757,28694,22594,691,39,797,0,686,3354,1066
1760,35715,28590,617,24,4482,0,148,1382,944
1770,4302,3845,16,0,178,0,9,125,258
1772,9520,7986,108,0,1092,0,35,186,226
1773,4791,3716,208,0,499,0,45,242,162
1775,7061,6429,1,0,281,0,53,179,236
1776,18697,15835,120,17,1879,0,98,336,824
1778,13850,11458,91,0,1501,47,54,530,338
1801,40375,32458,2341,0,2888,0,709,1454,1050
1803,26103,19451,1339,27,4186,0,15,528,1114
1810,35375,28097,870,38,4344,0,20,1323,1366
1821,32348,28020,885,0,2199,0,52,771,842
1824,25961,22125,141,81,2538,0,20,871,370
1826,30948,25815,1214,15,1276,54,187,1835,1104
1827,3337,3092,0,0,137,0,0,36,144
1830,26524,19156,667,14,277,0,16,5695,1398
1832,23372,15942,390,25,267,0,38,6309,802
1833,8569,7966,50,0,79,0,29,323,244
1834,6697,6359,52,0,15,0,0,271,0
1835,13047,10901,400,0,304,0,8,1296,276
1840,5248,468,207,25,0,0,8,4509,62
1841,48295,5798,779,0,552,0,105,41008,106
1843,25942,6071,977,11,1304,0,111,17339,258
1844,49587,32251,1178,0,1878,0,93,13500,1374
1845,30170,24982,774,8,1862,0,52,1806,1372
1850,16890,9210,1794,62,962,0,5,4655,404
1851,29849,11503,2095,201,11242,34,70,4189,1030
1852,34756,19643,2055,133,4315,0,325,7323,1924
1854,29561,14203,1511,4,6699,0,296,6373,950
1860,6752,6500,10,0,22,0,0,179,82
1862,10676,8347,523,0,444,0,43,1051,536
1863,9106,7631,122,0,770,16,0,434,266
1864,15598,14061,185,37,820,0,109,209,354
1867,24894,22952,80,8,1032,0,40,461,642
1876,30433,27770,481,21,1158,0,139,481,766
1879,12305,10417,66,12,986,0,22,374,856
1880,26450,24271,274,0,527,0,36,992,700
1886,24087,18873,96,0,4263,0,0,521,668
1887,23538,20924,623,0,1143,0,21,346,962
1890,22579,18559,158,8,2810,9,159,371,1010
1901,1878,708,315,5,16,0,0,813,42
1902,48218,14339,6715,111,3981,80,161,21394,2874
1904,17320,11648,829,0,982,0,0,3521,680
1905,25590,8494,2904,94,2521,34,554,10468,1042
1906,28037,24182,748,127,1289,0,0,1356,670
1907,14758,13565,91,0,131,0,0,511,920
1908,3488,3369,36,0,21,0,0,49,26
1913,17218,15977,134,0,187,0,27,467,852
1915,41431,37959,352,29,675,0,66,1739,1222
1921,8228,7437,0,0,396,0,0,149,492
1922,2812,2708,0,0,53,0,0,51,0
1923,27391,24856,304,15,612,0,10,1166,856
1929,3687,3647,0,0,0,0,0,20,40
1930,29858,28255,311,0,331,0,93,570,596
1937,136,128,0,0,0,0,0,8,0
1938,13810,13061,105,0,94,0,0,432,236
1940,13425,12158,94,0,654,0,0,403,232
1944,5327,5179,0,0,31,0,0,85,64
1945,20393,18898,281,0,321,0,43,707,286
1949,9656,8317,146,0,102,3,8,916,328
1950,17890,16598,241,0,393,0,171,356,262
1951,4152,3935,33,0,0,0,38,130,32
1952,9035,8382,83,0,142,14,12,238,328
1960,52313,44116,1401,0,722,0,216,4919,1878
1966,7184,6886,11,14,4,0,91,150,56
1969,6232,6041,37,0,59,0,0,30,130
1970,42991,30865,2100,103,1068,0,175,7576,2208
1982,7991,7314,79,0,409,27,10,85,134
1983,6496,6194,3,0,172,0,0,82,90
1984,5179,4646,97,0,151,0,10,241,68
1985,4545,4427,0,0,39,0,4,44,62
2019,16929,15503,243,0,513,0,10,433,454
2021,22829,18339,1383,0,1637,0,104,963,806
2025,8393,8200,11,11,60,0,12,61,76
2026,25362,19906,1975,38,664,0,223,2118,876
2030,5922,4911,179,0,475,0,0,280,154
2032,4410,3670,185,0,375,0,0,71,218
2035,17448,15306,932,0,313,0,17,506,748
2038,32843,29225,281,0,1833,6,76,725,1394
2043,23047,22006,75,0,363,0,19,332,504
2045,10402,9644,47,16,91,0,47,380,354
2047,65,65,0,0,0,0,0,0,0
2048,23678,20597,497,0,1190,0,63,796,1070
2050,26032,24732,40,34,138,0,522,348,436
2052,12610,11444,135,0,649,0,28,222,264
2053,13162,11773,275,0,411,0,21,497,370
2054,8144,7552,15,0,99,0,55,423,0
2056,11388,9726,573,40,153,0,10,772,228
2061,10897,10339,45,0,102,24,16,202,338
2062,29121,22999,1637,0,2065,0,122,1961,674
2066,18042,17260,47,34,107,44,0,295,510
2067,18148,13694,505,0,2779,0,72,784,628
2071,1572,927,346,10,73,0,15,201,0
2072,28338,20633,3979,188,1141,0,283,1265,1698
2081,19358,17271,112,8,642,0,71,906,696
2090,15612,13764,47,0,1173,0,108,298,444
2093,11597,10909,234,0,90,0,6,330,56
2108,4211,3421,223,22,204,0,0,176,330
2109,4051,3341,144,0,343,0,56,133,68
2110,2270,1870,92,0,260,0,0,41,14
2111,7452,2923,145,0,3673,0,0,522,378
2113,7464,6637,43,0,161,0,38,509,152
2114,13247,9625,523,7,1403,0,9,1432,496
2115,29244,17646,2153,38,4436,18,168,4086,1398
2116,23215,16566,1259,42,3290,0,65,1419,1148
2118,27325,13003,3921,20,4340,0,135,5260,1292
2119,28152,2908,14317,328,866,0,381,8671,1362
2120,15719,5849,3573,2,2756,0,87,3292,320
2121,28479,740,17812,89,162,0,313,8762,1202
2122,24643,8206,7219,0,4597,0,1007,3011,1206
2124,55074,9013,31815,312,3303,0,373,8810,2896
2125,35254,10386,10730,81,4095,0,1618,6935,2818
2126,29141,1216,22486,39,256,0,248,4374,1044
2127,37257,28690,2272,69,1673,0,93,4002,916
2128,46655,15194,1193,13,1776,24,99,26787,3138
2129,18901,13835,1103,0,1354,0,12,2238,718
2130,39435,22413,4184,7,2631,0,253,8612,2670
2131,32819,16056,7037,121,723,0,270,8034,1156
2132,28505,22173,1587,0,1902,0,170,2259,828
2134,18057,9719,1000,58,4244,0,273,2373,780
2135,42644,27943,1888,138,6374,100,456,4751,1988
2136,33084,8311,13972,27,705,0,320,8971,1556
2138,37668,25240,1763,42,5942,19,163,3107,2784
2139,36979,22603,3888,93,5610,12,167,3172,2868
2140,19737,11075,4117,8,2733,0,37,1414,706
2141,13664,7801,1266,22,2300,0,6,1844,850
2142,2929,1637,109,0,789,0,0,220,348
2143,26773,19373,928,96,2931,0,480,2252,1426
2144,24682,20316,1018,5,1665,8,11,1100,1118
2145,26430,15418,2780,12,2742,0,251,4400,1654
2148,61375,28512,10175,54,14463,27,663,5725,3512
2149,44993,20732,8524,7,2922,8,620,10352,3656
2150,39263,8620,2292,54,1333,0,237,25865,1724
2151,53873,30255,2934,35,2796,0,536,16222,2190
2152,18391,15766,144,0,125,0,37,2100,438
2155,59779,43639,5047,40,5883,10,302,3190,3336
2163,2569,1374,222,7,561,0,11,294,200
2169,56541,35671,3715,15,13510,6,203,2316,2210
2170,19434,11254,483,100,6918,132,27,203,634
2171,17849,9774,608,0,6753,0,38,389,574
2176,28132,23991,998,0,1713,0,0,926,1008
2180,21967,19969,451,0,570,0,103,727,294
2184,37082,30121,1271,46,4139,0,83,740,1364
2186,27527,19792,4044,9,1811,0,108,1094,1338
2188,15301,11643,1607,45,1057,0,141,497,622
2189,15146,13016,637,0,368,0,0,789,672
2190,17415,15014,384,0,1216,0,98,443,520
2191,8028,7214,36,0,560,0,40,119,118
2199,1177,893,0,0,219,0,0,65,0
2203,27,27,0,0,0,0,0,0,0
2210,2609,2198,94,0,234,0,0,57,52
2215,25023,14938,867,22,5497,0,55,2890,1508
2301,61320,19844,26344,150,1055,0,5957,6379,3182
2302,33841,14983,11030,184,780,0,1948,3735,2362
2322,4468,3190,510,0,390,0,26,262,180
2324,27434,22969,2134,21,529,14,165,989,1226
2330,11617,10959,223,0,78,0,25,123,418
2332,15572,15100,130,0,132,0,0,136,148
2333,14301,12741,519,0,291,0,286,231,466
2338,7739,7261,207,0,15,0,0,192,128
2339,14328,13713,76,0,227,0,91,80,282
2341,10560,9963,54,11,151,0,8,132,482
2343,10753,8305,915,0,596,0,10,811,232
2346,24166,22209,567,19,116,34,158,471,1184
2347,11292,10759,42,0,63,0,17,245,332
2351,16275,14630,436,0,386,0,118,381,648
2356,12885,11853,338,0,247,0,6,341,200
2357,1178,948,39,0,47,0,0,97,94
2359,18230,17041,85,0,272,0,26,337,938
2360,58500,53652,1055,18,675,0,537,1480,2166
2364,13210,12530,120,0,89,0,24,190,514
2366,195,86,22,0,0,0,0,82,10
2367,2912,2789,28,0,16,0,11,53,30
2368,33980,12186,13204,30,4169,23,879,2670,1638
2370,17849,16328,604,0,92,0,124,354,694
2375,9938,8646,495,0,227,0,148,274,296
2379,7117,6537,121,0,7,0,13,304,270
2382,14864,13979,111,0,138,0,86,322,456
2420,14579,9666,60,0,4232,0,59,183,758
2421,18760,12687,187,15,4843,0,78,506,888
2445,20774,15099,855,29,3002,0,78,960,1502
2446,30113,21211,514,11,5104,17,107,2200,1898
2451,18646,12801,1075,0,2550,0,17,1647,1112
2452,15470,10816,1224,71,1743,0,10,1287,638
2453,28696,17552,1483,32,3175,0,145,5780,1058
2457,1680,1006,124,0,336,7,5,168,68
2458,12465,9450,414,0,1463,7,140,757,468
2459,19473,14197,603,34,3351,0,18,795,950
2460,9911,7440,390,7,1129,0,0,623,644
2461,7214,5152,76,22,1268,0,0,406,580
2462,1520,1199,23,0,156,0,0,90,104
2464,3155,2105,152,0,606,0,23,181,176
2465,12112,8855,381,0,1665,0,50,807,708
2466,8568,6347,175,9,1292,0,16,420,618
2467,22105,15550,1035,0,2948,0,52,1604,1832
2468,5568,4371,101,0,713,0,0,164,438
2472,34715,26958,683,13,2944,0,359,3275,966
2474,28028,21536,390,100,3621,0,60,1289,2064
2476,16964,13739,448,20,1562,0,23,652,1040
2478,25940,19589,405,15,4012,8,85,1236,1180
2481,16309,13100,469,30,1469,11,15,847,736
2482,11015,8657,182,0,1442,0,77,425,464
2492,20128,17630,307,0,1381,0,0,407,806
2493,12027,9589,205,0,1282,0,199,497,510
2494,10301,8049,315,0,1106,0,0,416,830
2532,13337,12028,319,0,82,0,111,407,780
2534,815,669,39,0,25,0,0,67,30
2535,1757,1268,20,271,8,0,10,42,276
2536,19191,16303,832,182,527,0,309,569,938
2537,6572,6318,1,0,102,0,0,84,134
2538,3571,2744,92,0,60,0,404,119,304
2539,4292,3844,32,0,13,0,82,108,426
2540,8294,7203,224,0,422,0,112,79,508
2542,881,708,31,0,19,0,4,115,8
2543,909,909,0,0,0,0,0,0,0
2553,35,35,0,0,0,0,0,0,0
2554,10590,7763,854,64,244,6,32,943,1368
2556,2869,2745,7,0,21,0,0,17,158
2557,4675,4079,153,0,0,0,103,83,514
2558,749,538,33,0,0,0,178,0,0
2559,4028,3879,59,0,0,0,0,62,56
2561,325,325,0,0,0,0,0,0,0
2562,3008,2763,19,0,94,0,7,98,54
2563,9501,9028,0,0,168,0,67,223,30
2564,312,277,19,0,16,0,0,0,0
2568,4100,3480,422,0,17,0,18,15,296
2571,10940,9168,305,0,36,0,477,410,1088
2575,2417,2316,18,0,15,0,0,32,72
2576,4873,4118,80,0,73,0,165,127,620
2584,10,10,0,0,0,0,0,0,0
2601,15063,11031,1601,48,196,133,304,1343,814
2630,2277,2204,47,0,26,0,0,0,0
2631,9736,9381,64,0,19,0,0,173,198
2632,9923,9505,46,12,47,0,81,79,306
2633,4055,3761,77,0,20,0,0,76,242
