Zip_Code,City,State,Population,Density,White,Black,Native_American,Asian,Hawaiian_Pacific_Islander,Other,Latino,Mixed_Race
00601,Adjuntas,Puerto Rico,17599,111.4,0,0,0,0,0,0,100,0
00602,Aguada,Puerto Rico,39209,523.5,4,0,0,0,0,0,92,4
00603,Aguadilla,Puerto Rico,50135,667.9,1,0,0,0,0,0,97,1
00606,Maricao,Puerto Rico,6304,60.4,0,0,0,0,0,0,100,0
00610,Anasco,Puerto Rico,27590,312.0,2,0,0,0,0,0,97,1
00612,Arecibo,Puerto Rico,62566,382.8,0,0,0,0,0,0,100,0
00616,Bajadero,Puerto Rico,10687,368.9,0,0,0,0,0,0,100,0
00617,Barceloneta,Puerto Rico,24508,625.0,0,0,0,0,0,0,100,0
00622,Boqueron,Puerto Rico,7405,104.6,1,0,0,0,0,0,99,0
00623,Cabo Rojo,Puerto Rico,42321,437.8,0,0,0,0,0,0,100,0
00624,Penuelas,Puerto Rico,23238,234.7,0,0,0,0,0,0,100,0
00627,Camuy,Puerto Rico,32936,292.8,1,0,0,0,0,0,99,0
00631,Castaner,Puerto Rico,1555,177.8,1,0,0,0,0,0,99,0
00637,Sabana Grande,Puerto Rico,23610,283.4,0,0,0,0,0,0,100,0
00638,Ciales,Puerto Rico,17202,110.7,1,0,0,0,0,0,99,0
00641,Utuado,Puerto Rico,28332,128.8,0,0,0,0,0,0,99,0
00646,Dorado,Puerto Rico,38008,711.6,1,0,0,0,0,0,99,0
00647,Ensenada,Puerto Rico,5610,156.7,0,0,0,0,0,0,100,0
00650,Florida,Puerto Rico,14664,189.7,1,0,0,0,0,0,99,0
00652,Garrochales,Puerto Rico,3681,263.2,0,0,0,0,0,0,100,0
00653,Guanica,Puerto Rico,11717,337.1,1,0,0,0,0,0,99,0
00656,Guayanilla,Puerto Rico,19546,255.9,0,0,0,0,0,0,100,0
00659,Hatillo,Puerto Rico,40978,387.7,0,0,0,0,0,0,100,0
00660,Hormigueros,Puerto Rico,16474,587.0,0,0,0,0,0,0,100,0
00662,Isabela,Puerto Rico,41341,376.6,1,0,0,0,0,0,98,0
00664,Jayuya,Puerto Rico,15396,142.4,0,0,0,0,0,0,100,0
00667,Lajas,Puerto Rico,24089,166.2,0,0,0,0,0,0,100,0
00669,Lares,Puerto Rico,26510,186.6,0,0,0,0,0,0,99,0
00670,Las Marias,Puerto Rico,8797,83.1,1,0,0,0,0,0,99,0
00674,Manati,Puerto Rico,40826,381.8,1,0,0,0,0,0,98,0
00676,Moca,Puerto Rico,37862,308.6,0,0,0,0,0,0,99,0
00677,Rincon,Puerto Rico,14569,411.2,6,0,0,0,0,0,88,6
00678,Quebradillas,Puerto Rico,26642,407.5,1,0,0,0,0,0,99,0
00680,Mayaguez,Puerto Rico,48035,349.6,0,0,0,0,0,0,100,0
00682,Mayaguez,Puerto Rico,32820,874.3,1,0,0,0,0,0,99,0
00683,San German,Puerto Rico,31627,249.9,0,0,0,0,0,0,99,0
00685,San Sebastian,Puerto Rico,38849,213.3,1,0,0,0,0,0,99,0
00687,Morovis,Puerto Rico,31785,323.9,0,0,0,0,0,0,100,0
00688,Sabana Hoyos,Puerto Rico,12360,164.3,1,0,0,0,0,0,99,0
00690,San Antonio,Puerto Rico,5587,857.7,1,0,0,0,0,0,93,6
00692,Vega Alta,Puerto Rico,36218,541.2,1,0,0,0,0,0,98,0
00693,Vega Baja,Puerto Rico,56327,599.3,3,0,0,0,0,0,97,0
00694,Vega Baja,Puerto Rico,88,158.4,0,0,0,0,0,0,100,0
00698,Yauco,Puerto Rico,37493,231.7,0,0,0,0,0,0,100,0
00703,Aguas Buenas,Puerto Rico,27137,372.2,1,0,0,0,0,0,99,0
00704,Aguirre,Puerto Rico,7842,678.9,0,0,0,0,0,0,98,2
00705,Aibonito,Puerto Rico,23831,309.3,0,0,0,0,0,0,99,0
00707,Maunabo,Puerto Rico,11240,224.1,1,0,0,0,0,0,99,0
00714,Arroyo,Puerto Rico,18363,516.8,0,0,0,0,0,0,100,0
00715,Mercedita,Puerto Rico,3645,179.4,0,1,0,0,0,0,99,0
00716,Ponce,Puerto Rico,29191,1523.3,1,0,0,0,0,0,99,0
00717,Ponce,Puerto Rico,17285,3390.6,1,0,0,0,0,0,99,0
00718,Naguabo,Puerto Rico,26073,227.1,0,0,0,0,0,0,100,0
00719,Naranjito,Puerto Rico,29684,427.3,0,0,0,0,0,0,100,0
00720,Orocovis,Puerto Rico,21753,149.8,0,0,0,0,0,0,100,0
00723,Patillas,Puerto Rico,17826,161.2,0,0,0,0,0,0,100,0
00725,Caguas,Puerto Rico,82822,817.3,1,0,0,0,0,0,99,0
00727,Caguas,Puerto Rico,56023,1048.6,1,0,0,0,0,0,99,0
00728,Ponce,Puerto Rico,40326,1108.2,0,0,0,0,0,0,100,0
00729,Canovanas,Puerto Rico,52244,611.1,0,0,0,0,0,0,100,0
00730,Ponce,Puerto Rico,32735,2118.2,1,0,0,0,0,0,99,0
00731,Ponce,Puerto Rico,13862,125.6,0,0,0,0,0,0,100,0
00735,Ceiba,Puerto Rico,12749,227.4,1,0,0,0,0,0,99,0
00736,Cayey,Puerto Rico,48476,361.1,0,0,0,0,0,0,99,0
00738,Fajardo,Puerto Rico,31558,457.4,1,0,0,0,0,0,99,0
00739,Cidra,Puerto Rico,37380,485.1,0,0,0,0,0,0,100,0
00740,Puerto Real,Puerto Rico,1517,1876.9,0,0,0,0,0,0,100,0
00741,Punta Santiago,Puerto Rico,5168,812.1,0,0,0,0,0,0,100,0
00745,Rio Grande,Puerto Rico,52624,411.9,0,0,0,0,0,0,99,0
00751,Salinas,Puerto Rico,22174,190.1,0,0,0,0,0,0,100,0
00754,San Lorenzo,Puerto Rico,38636,308.9,0,0,0,0,0,0,100,0
00757,Santa Isabel,Puerto Rico,22475,301.1,0,0,0,0,0,0,100,0
00765,Vieques,Puerto Rico,8721,184.5,4,0,0,0,0,0,95,1
00766,Villalba,Puerto Rico,23931,255.4,0,0,0,0,0,0,100,0
00767,Yabucoa,Puerto Rico,35042,264.9,0,0,0,0,0,0,100,0
00769,Coamo,Puerto Rico,39605,203.1,0,0,0,0,0,0,100,0
00771,Las Piedras,Puerto Rico,37705,438.3,0,0,0,0,0,0,100,0
00772,Loiza,Puerto Rico,20784,608.6,0,0,0,0,0,0,100,0
00773,Luquillo,Puerto Rico,18952,318.7,1,0,0,0,0,0,98,0
00775,Culebra,Puerto Rico,1480,65.3,8,0,0,0,0,0,91,0
00777,Juncos,Puerto Rico,40611,591.0,1,0,0,0,0,0,99,0
00778,Gurabo,Puerto Rico,46852,591.7,1,0,0,0,0,0,98,0
00780,Coto Laurel,Puerto Rico,11679,264.8,1,0,0,0,0,0,99,0
00782,Comerio,Puerto Rico,18196,279.7,0,0,0,0,0,0,100,0
00783,Corozal,Puerto Rico,34240,337.3,1,0,0,0,0,0,99,0
00784,Guayama,Puerto Rico,41417,310.2,1,0,0,0,0,0,99,0
00786,La Plata,Puerto Rico,249,535.8,0,0,0,0,0,0,100,0
00791,Humacao,Puerto Rico,49551,558.0,1,0,0,0,0,0,98,0
00794,Barranquitas,Puerto Rico,29296,334.6,0,0,0,0,0,0,100,0
00795,Juana Diaz,Puerto Rico,45573,406.8,0,0,0,0,0,0,100,0
00901,San Juan,Puerto Rico,6540,2792.2,4,1,0,0,0,0,95,0
00906,San Juan,Puerto Rico,91,485.0,0,0,0,0,0,0,100,0
00907,San Juan,Puerto Rico,16819,5598.0,4,1,0,0,0,0,95,1
00909,San Juan,Puerto Rico,5430,3940.6,1,0,0,0,0,0,99,0
00911,San Juan,Puerto Rico,7617,6996.3,7,0,0,0,0,0,92,0
00912,San Juan,Puerto Rico,5920,7880.9,1,0,0,0,0,0,98,0
00913,San Juan,Puerto Rico,8495,11154.2,1,0,0,0,0,0,99,0
00915,San Juan,Puerto Rico,27534,9073.9,0,0,0,0,0,0,99,0
00917,San Juan,Puerto Rico,18316,6265.8,1,0,0,0,0,0,99,0
00918,San Juan,Puerto Rico,16595,3272.8,1,0,0,0,0,0,99,0
00920,San Juan,Puerto Rico,16698,2430.1,1,0,0,0,0,0,99,0
00921,San Juan,Puerto Rico,35161,5452.9,1,0,0,0,0,0,99,0
00923,San Juan,Puerto Rico,24754,5502.9,1,0,0,0,0,0,99,0
00924,San Juan,Puerto Rico,51699,4667.1,1,0,0,0,0,0,98,0
00925,San Juan,Puerto Rico,6796,7509.0,2,0,0,1,0,0,96,0
00926,San Juan,Puerto Rico,99106,1739.6,1,0,0,0,0,0,99,0
00927,San Juan,Puerto Rico,13503,2195.3,3,0,0,1,0,0,96,0
00934,Fort Buchanan,Puerto Rico,25,148.4,44,56,0,0,0,0,0,0
00936,San Juan,Puerto Rico,749,1629.4,2,0,0,0,0,0,98,0
00949,Toa Baja,Puerto Rico,76058,1806.9,1,0,0,0,0,0,99,0
00950,Toa Baja,Puerto Rico,0,1.5,0,0,0,0,0,0,0,0
00951,Toa Baja,Puerto Rico,0,32.5,0,0,0,0,0,0,0,0
00952,Sabana Seca,Puerto Rico,8467,3122.6,0,0,0,0,0,0,100,0
00953,Toa Alta,Puerto Rico,72608,1056.0,0,0,0,0,0,0,99,0
00956,Bayamon,Puerto Rico,68452,1156.6,1,0,0,0,0,0,99,0
00957,Bayamon,Puerto Rico,40738,3816.9,0,0,0,0,0,0,99,0
00959,Bayamon,Puerto Rico,47849,3042.5,1,0,0,0,0,0,99,0
00960,Bayamon,Puerto Rico,2454,751.8,0,1,0,0,0,0,98,1
00961,Bayamon,Puerto Rico,31017,2419.3,1,0,0,0,0,0,99,0
00962,Catano,Puerto Rico,19864,2274.4,0,0,0,0,0,0,99,0
00965,Guaynabo,Puerto Rico,7659,5230.2,0,0,0,0,0,0,100,0
00966,Guaynabo,Puerto Rico,16169,1999.6,1,0,0,0,0,0,99,0
00968,Guaynabo,Puerto Rico,3368,2933.4,1,0,0,1,0,0,98,0
00969,Guaynabo,Puerto Rico,43216,3338.3,2,0,0,0,0,0,98,0
00971,Guaynabo,Puerto Rico,27449,749.5,0,0,0,0,0,0,99,0
00976,Trujillo Alto,Puerto Rico,60134,1502.5,1,0,0,0,0,0,99,0
00979,Carolina,Puerto Rico,15203,4207.9,5,0,0,2,0,0,93,0
00982,Carolina,Puerto Rico,14514,4473.5,0,0,0,0,0,0,100,0
00983,Carolina,Puerto Rico,36687,4373.3,0,0,0,0,0,0,99,0
00985,Carolina,Puerto Rico,32750,1734.9,0,0,0,0,0,0,100,0
00987,Carolina,Puerto Rico,58583,989.3,0,0,0,0,0,0,99,0
01001,Agawam,Massachusetts,17537,562.8,87,1,0,3,0,0,6,3
01002,Amherst,Massachusetts,30280,203.7,71,5,0,11,0,0,6,6
01003,Amherst,Massachusetts,11131,5629.7,69,6,0,14,0,0,5,4
01005,Barre,Massachusetts,5014,44.3,94,2,0,1,0,0,2,1
01007,Belchertown,Massachusetts,14906,107.5,92,0,0,3,0,0,1,3
01008,Blandford,Massachusetts,1272,9.1,98,0,0,1,0,0,0,1
01009,Bondsville,Massachusetts,384,352.1,100,0,0,0,0,0,0,0
01010,Brimfield,Massachusetts,3724,40.1,96,1,0,0,0,0,2,0
01011,Chester,Massachusetts,1507,16.7,96,1,0,0,0,0,3,1
01012,Chesterfield,Massachusetts,531,19.5,98,0,0,0,1,0,1,0
01013,Chicopee,Massachusetts,23026,1589.6,67,3,0,2,0,0,26,2
01020,Chicopee,Massachusetts,30148,914.6,76,4,0,1,0,0,15,3
01022,Chicopee,Massachusetts,2604,198.3,64,14,0,2,0,0,9,10
01026,Cummington,Massachusetts,958,15.2,93,4,0,0,0,0,2,0
01027,Easthampton,Massachusetts,17870,168.4,88,2,0,2,0,0,5,3
01028,East Longmeadow,Massachusetts,16156,469.2,86,5,0,4,0,0,2,2
01029,East Otis,Massachusetts,728,19.2,97,1,0,0,0,0,1,1
01030,Feeding Hills,Massachusetts,11211,381.2,89,1,0,2,0,0,7,1
01031,Gilbertville,Massachusetts,1151,62.2,97,1,0,0,0,0,1,2
01032,Goshen,Massachusetts,551,18.7,98,0,0,0,0,0,2,0
01033,Granby,Massachusetts,6300,86.4,92,0,0,0,0,1,6,1
01034,Granville,Massachusetts,2313,10.9,94,0,0,0,0,0,2,4
01035,Hadley,Massachusetts,5301,87.8,85,7,0,1,0,0,5,1
01036,Hampden,Massachusetts,5193,101.3,94,0,0,0,0,0,3,1
01037,Hardwick,Massachusetts,772,22.9,91,2,0,0,0,0,7,0
01038,Hatfield,Massachusetts,2897,98.4,96,1,0,1,0,0,0,1
01039,Haydenville,Massachusetts,1129,39.0,96,1,0,0,0,0,3,0
01040,Holyoke,Massachusetts,40362,727.5,43,3,0,2,0,0,51,2
01050,Huntington,Massachusetts,2334,25.5,89,2,0,0,0,0,1,8
01053,Leeds,Massachusetts,1658,126.8,89,4,0,1,0,0,4,2
01054,Leverett,Massachusetts,1997,31.4,94,1,0,2,0,0,1,3
01056,Ludlow,Massachusetts,21331,299.6,88,1,0,1,0,0,8,2
01057,Monson,Massachusetts,8801,73.3,94,1,0,1,0,0,1,3
01060,Northampton,Massachusetts,15729,540.2,80,3,0,4,0,0,8,5
01062,Florence,Massachusetts,10587,237.2,77,2,0,7,0,0,10,5
01063,Northampton,Massachusetts,574,4278.5,63,4,0,13,0,0,8,13
01066,North Hatfield,Massachusetts,9,34.7,100,0,0,0,0,0,0,0
01068,Oakham,Massachusetts,1849,35.3,95,0,0,0,0,0,3,1
01069,Palmer,Massachusetts,8919,116.4,92,2,0,1,0,0,4,2
01070,Plainfield,Massachusetts,637,11.8,87,0,0,4,0,0,3,5
01071,Russell,Massachusetts,1206,39.6,91,2,0,0,0,0,2,6
01072,Shutesbury,Massachusetts,1490,28.4,84,1,0,0,0,0,5,9
01073,Southampton,Massachusetts,6090,79.4,97,0,0,2,0,0,0,1
01074,South Barre,Massachusetts,477,1448.3,100,0,0,0,0,0,0,0
01075,South Hadley,Massachusetts,17755,382.0,83,3,0,4,0,0,6,4
01077,Southwick,Massachusetts,9711,119.0,96,0,0,1,0,0,0,3
01079,Thorndike,Massachusetts,480,237.5,86,0,0,0,0,0,14,0
01080,Three Rivers,Massachusetts,2532,521.9,81,1,0,0,0,0,4,14
01081,Wales,Massachusetts,1827,45.2,95,0,0,0,0,0,3,2
01082,Ware,Massachusetts,10637,86.4,89,1,0,1,0,0,6,4
01083,Warren,Massachusetts,3182,70.8,93,0,0,5,0,0,1,1
01084,West Chesterfield,Massachusetts,183,7.4,87,0,0,0,0,0,13,0
01085,Westfield,Massachusetts,41652,265.9,85,1,0,2,0,0,8,2
01086,Westfield,Massachusetts,683,7144.9,89,6,0,1,0,0,4,0
01088,West Hatfield,Massachusetts,399,49.8,88,6,0,0,0,0,1,4
01089,West Springfield,Massachusetts,28671,655.3,76,4,0,4,0,1,10,4
01092,West Warren,Massachusetts,1133,80.2,95,0,0,0,0,0,5,0
01093,Whately,Massachusetts,348,24.9,100,0,0,0,0,0,0,0
01094,Wheelwright,Massachusetts,327,118.7,100,0,0,0,0,0,0,0
01095,Wilbraham,Massachusetts,14659,245.8,87,3,0,1,0,0,4,6
01096,Williamsburg,Massachusetts,2607,27.0,98,0,0,0,1,0,1,0
01097,Woronoco,Massachusetts,54,22.9,77,0,0,0,0,0,0,23
01098,Worthington,Massachusetts,1186,13.6,95,0,0,1,0,1,1,2
01103,Springfield,Massachusetts,2409,2080.0,19,12,0,3,0,0,63,4
01104,Springfield,Massachusetts,23635,1692.5,28,8,0,1,0,0,59,4
01105,Springfield,Massachusetts,11601,3836.5,16,20,0,0,0,0,62,2
01106,Longmeadow,Massachusetts,16048,667.1,85,1,0,7,0,0,4,3
01107,Springfield,Massachusetts,11304,2974.5,11,10,0,0,0,0,78,0
01108,Springfield,Massachusetts,28925,2766.1,30,17,1,5,0,0,42,5
01109,Springfield,Massachusetts,30125,2145.9,21,34,0,1,0,0,38,5
01118,Springfield,Massachusetts,14774,1511.0,59,11,1,4,0,0,22,4
01119,Springfield,Massachusetts,13236,1539.2,47,23,0,2,0,0,25,2
01128,Springfield,Massachusetts,2798,911.2,62,12,1,0,0,0,12,12
01129,Springfield,Massachusetts,6750,790.8,57,16,0,1,0,0,16,8
01151,Indian Orchard,Massachusetts,8884,1417.7,36,18,0,1,0,0,36,9
01199,Springfield,Massachusetts,0,0.0,0,0,0,0,0,0,0,0
01201,Pittsfield,Massachusetts,44775,339.2,82,4,0,2,0,0,6,6
01220,Adams,Massachusetts,8211,135.1,96,1,0,0,0,0,1,1
01222,Ashley Falls,Massachusetts,818,96.8,97,0,1,0,0,2,1,0
01223,Becket,Massachusetts,2351,12.8,92,1,0,0,0,0,3,4
01224,Berkshire,Massachusetts,209,252.6,100,0,0,0,0,0,0,0
01225,Cheshire,Massachusetts,3169,47.9,98,0,0,0,0,0,1,0
01226,Dalton,Massachusetts,6839,101.7,95,0,0,2,0,0,2,1
01229,Glendale,Massachusetts,86,50.0,74,0,0,0,0,0,9,17
01230,Great Barrington,Massachusetts,8359,35.6,82,3,0,2,0,0,10,4
01235,Hinsdale,Massachusetts,2671,23.4,97,0,0,0,0,0,1,2
01236,Housatonic,Massachusetts,1197,121.3,87,5,0,0,0,0,5,3
01237,Lanesborough,Massachusetts,2662,15.6,96,3,0,0,0,0,1,1
01238,Lee,Massachusetts,5917,67.0,90,1,0,3,0,3,2,1
01240,Lenox,Massachusetts,4493,81.9,93,2,0,2,0,0,3,0
01242,Lenox Dale,Massachusetts,475,369.1,100,0,0,0,0,0,0,0
01243,Middlefield,Massachusetts,333,6.9,99,0,0,1,0,0,0,0
01244,Mill River,Massachusetts,108,23.8,100,0,0,0,0,0,0,0
01245,Monterey,Massachusetts,803,13.6,97,1,0,1,0,1,0,0
01247,North Adams,Massachusetts,15703,118.2,88,1,0,0,0,0,3,7
01253,Otis,Massachusetts,742,15.4,97,0,1,0,0,0,1,1
01254,Richmond,Massachusetts,977,25.7,93,1,0,2,0,0,0,4
01255,Sandisfield,Massachusetts,859,6.8,92,0,0,1,0,1,2,4
01256,Savoy,Massachusetts,764,7.5,82,4,0,0,0,0,2,11
01257,Sheffield,Massachusetts,2138,22.6,99,0,0,0,0,1,0,0
01258,South Egremont,Massachusetts,357,5.6,85,0,1,0,1,1,11,0
01259,Southfield,Massachusetts,506,9.7,97,1,0,0,0,0,0,2
01260,South Lee,Massachusetts,447,36.9,100,0,0,0,0,0,0,0
01262,Stockbridge,Massachusetts,1110,39.7,89,2,0,1,0,0,6,2
01264,Tyringham,Massachusetts,205,4.7,92,1,0,0,0,0,7,0
01266,West Stockbridge,Massachusetts,1360,21.7,87,4,2,2,0,0,3,3
01267,Williamstown,Massachusetts,7853,56.6,76,4,1,6,0,0,7,6
01270,Windsor,Massachusetts,813,9.4,92,0,0,1,0,0,2,5
01301,Greenfield,Massachusetts,17715,268.1,86,2,0,1,0,0,7,4
01330,Ashfield,Massachusetts,1468,17.5,91,0,0,1,0,0,2,6
01331,Athol,Massachusetts,13281,96.2,89,1,0,1,0,0,5,5
01337,Bernardston,Massachusetts,2626,26.9,97,0,0,0,0,0,2,0
01338,Buckland,Massachusetts,170,20.9,84,0,0,0,0,0,0,16
01339,Charlemont,Massachusetts,1472,10.1,93,1,0,2,0,0,1,3
01340,Colrain,Massachusetts,1642,15.0,93,1,0,2,0,0,1,4
01341,Conway,Massachusetts,1743,19.8,97,0,0,0,0,0,3,0
01342,Deerfield,Massachusetts,1759,32.3,88,4,0,0,0,0,5,2
01343,Drury,Massachusetts,46,5.9,100,0,0,0,0,0,0,0
01344,Erving,Massachusetts,1518,42.5,93,2,0,1,0,0,1,3
01346,Heath,Massachusetts,464,9.6,96,0,0,0,0,0,1,3
01347,Lake Pleasant,Massachusetts,126,110.7,100,0,0,0,0,0,0,0
01349,Millers Falls,Massachusetts,1231,54.8,93,0,2,0,0,0,0,5
01350,Monroe Bridge,Massachusetts,86,4.4,100,0,0,0,0,0,0,0
01351,Montague,Massachusetts,2209,41.9,93,0,1,0,0,0,2,4
01354,Gill,Massachusetts,1604,42.1,91,4,0,1,0,0,0,4
01355,New Salem,Massachusetts,917,7.2,95,0,0,0,0,0,0,4
01360,Northfield,Massachusetts,3012,34.2,95,0,0,2,0,0,2,1
01364,Orange,Massachusetts,7819,78.4,94,0,0,1,0,0,2,3
01366,Petersham,Massachusetts,1218,12.2,94,0,0,0,0,0,2,3
01367,Rowe,Massachusetts,605,7.6,94,0,0,0,0,0,3,3
01368,Royalston,Massachusetts,1316,11.6,97,0,1,1,0,0,1,0
01370,Shelburne Falls,Massachusetts,4032,31.6,94,0,1,2,0,0,0,3
01373,South Deerfield,Massachusetts,4160,73.5,93,0,0,1,0,0,3,2
01375,Sunderland,Massachusetts,3662,100.0,73,3,0,10,2,1,7,5
01376,Turners Falls,Massachusetts,5096,735.1,81,2,1,2,0,0,6,8
01378,Warwick,Massachusetts,744,8.8,94,0,0,1,0,0,2,3
01379,Wendell,Massachusetts,836,10.4,90,1,1,1,0,0,2,6
01420,Fitchburg,Massachusetts,40666,513.7,63,3,0,4,0,0,26,4
01430,Ashburnham,Massachusetts,6210,63.6,93,1,0,0,0,0,1,4
01431,Ashby,Massachusetts,3195,50.2,94,1,0,1,0,0,2,3
01432,Ayer,Massachusetts,7703,323.1,77,5,0,4,0,1,6,6
01434,Devens,Massachusetts,1712,131.3,60,17,2,4,0,0,12,5
01436,Baldwinville,Massachusetts,3460,134.3,95,0,0,1,0,0,2,2
01438,East Templeton,Massachusetts,563,398.2,100,0,0,0,0,0,0,0
01440,Gardner,Massachusetts,20496,326.9,83,2,0,1,0,0,8,6
01450,Groton,Massachusetts,11282,125.4,91,1,0,4,0,0,1,3
01451,Harvard,Massachusetts,4630,95.8,90,2,0,3,0,1,2,2
01452,Hubbardston,Massachusetts,4581,41.2,93,3,0,0,0,0,2,1
01453,Leominster,Massachusetts,41446,554.3,70,5,0,3,0,1,17,4
01460,Littleton,Massachusetts,9754,208.6,86,1,0,6,0,0,1,7
01462,Lunenburg,Massachusetts,11150,147.4,86,2,0,2,0,0,6,4
01463,Pepperell,Massachusetts,12049,196.6,90,1,0,2,0,0,3,4
01464,Shirley,Massachusetts,7572,185.9,64,8,0,5,0,0,11,12
01467,Still River,Massachusetts,511,64.6,91,0,0,2,0,0,0,7
01468,Templeton,Massachusetts,4124,72.5,96,0,0,3,0,0,1,0
01469,Townsend,Massachusetts,7454,115.3,93,0,0,1,0,1,3,2
01473,Westminster,Massachusetts,7566,79.3,96,0,0,0,0,0,3,1
01474,West Townsend,Massachusetts,1964,82.6,93,0,0,2,0,1,4,0
01475,Winchendon,Massachusetts,10738,92.5,90,1,0,0,0,0,4,4
01501,Auburn,Massachusetts,16412,401.4,91,1,0,2,0,0,4,1
01503,Berlin,Massachusetts,3098,85.3,96,1,0,1,0,0,1,2
01504,Blackstone,Massachusetts,9201,313.7,91,2,0,0,0,0,2,4
01505,Boylston,Massachusetts,4524,104.7,91,1,0,4,0,0,2,2
01506,Brookfield,Massachusetts,3406,84.3,87,1,0,1,0,1,0,10
01507,Charlton,Massachusetts,13379,118.8,94,1,0,1,0,0,2,2
01510,Clinton,Massachusetts,13855,929.2,77,1,0,1,0,0,16,5
01515,East Brookfield,Massachusetts,2123,85.4,96,0,0,0,0,0,2,1
01516,Douglas,Massachusetts,8745,89.3,85,0,0,2,0,0,7,6
01518,Fiskdale,Massachusetts,3490,129.3,95,0,0,3,0,0,2,0
01519,Grafton,Massachusetts,6657,233.3,81,7,0,5,0,1,3,3
01520,Holden,Massachusetts,15061,298.9,89,1,0,2,0,0,3,5
01521,Holland,Massachusetts,2510,78.0,94,1,0,0,0,0,2,2
01522,Jefferson,Massachusetts,3497,78.0,88,1,1,1,0,0,9,0
01523,Lancaster,Massachusetts,7735,116.2,85,5,0,0,0,0,6,3
01524,Leicester,Massachusetts,6702,161.8,95,0,0,0,0,0,3,2
01525,Linwood,Massachusetts,227,249.5,71,0,0,0,0,0,28,0
01527,Millbury,Massachusetts,13521,328.3,91,1,0,3,0,1,1,3
01529,Millville,Massachusetts,3237,253.2,92,0,0,0,0,0,2,6
01531,New Braintree,Massachusetts,1247,18.6,98,0,0,0,0,0,1,0
01532,Northborough,Massachusetts,14918,295.9,83,2,0,9,0,0,3,3
01534,Northbridge,Massachusetts,6262,248.2,93,1,0,1,0,0,5,0
01535,North Brookfield,Massachusetts,4760,85.0,96,1,0,1,0,0,1,1
01536,North Grafton,Massachusetts,7709,319.0,77,3,0,5,0,0,9,5
01537,North Oxford,Massachusetts,2337,124.3,81,0,0,1,0,0,11,7
01540,Oxford,Massachusetts,11386,225.4,88,1,0,2,0,0,5,4
01541,Princeton,Massachusetts,3438,37.2,90,1,0,1,0,0,3,5
01542,Rochdale,Massachusetts,2299,211.2,94,2,0,0,0,0,1,2
01543,Rutland,Massachusetts,8463,87.7,95,0,0,2,0,0,2,1
01545,Shrewsbury,Massachusetts,36269,657.0,69,3,0,18,0,0,5,5
01550,Southbridge,Massachusetts,16858,319.0,62,2,0,1,0,0,34,2
01560,South Grafton,Massachusetts,4477,490.7,66,5,0,15,0,0,6,9
01561,South Lancaster,Massachusetts,243,1033.6,46,0,0,27,0,0,0,26
01562,Spencer,Massachusetts,11856,137.4,93,1,0,2,0,0,3,1
01564,Sterling,Massachusetts,8000,98.5,91,0,0,2,0,0,5,2
01566,Sturbridge,Massachusetts,6006,85.7,92,0,0,2,0,0,4,2
01568,Upton,Massachusetts,7706,134.6,85,0,0,2,0,0,4,9
01569,Uxbridge,Massachusetts,13864,180.2,92,2,0,2,0,0,2,2
01570,Webster,Massachusetts,16926,523.9,80,4,0,1,0,0,11,3
01571,Dudley,Massachusetts,11637,211.1,91,2,0,3,0,0,3,2
01581,Westborough,Massachusetts,18836,342.4,66,2,0,23,0,0,5,3
01583,West Boylston,Massachusetts,7639,232.3,78,5,0,1,0,0,11,4
01585,West Brookfield,Massachusetts,4661,68.8,95,0,0,2,0,0,1,1
01588,Whitinsville,Massachusetts,9864,436.5,89,2,0,2,0,0,3,3
01590,Sutton,Massachusetts,9297,107.0,91,3,0,1,0,0,0,5
01602,Worcester,Massachusetts,24166,1527.5,71,8,0,5,0,0,11,5
01603,Worcester,Massachusetts,19981,1704.2,54,10,0,11,0,1,20,3
01604,Worcester,Massachusetts,36772,2079.6,54,14,1,8,0,0,20,4
01605,Worcester,Massachusetts,28742,1794.7,45,15,0,6,0,1,28,5
01606,Worcester,Massachusetts,19375,1242.5,76,8,0,5,0,0,8,3
01607,Worcester,Massachusetts,8698,1019.5,54,20,0,5,0,0,15,6
01608,Worcester,Massachusetts,3371,3354.3,30,24,1,2,0,0,39,4
01609,Worcester,Massachusetts,20714,2265.6,64,9,1,7,0,0,15,3
01610,Worcester,Massachusetts,23438,4352.1,40,11,0,9,0,0,35,4
01611,Cherry Valley,Massachusetts,2451,251.5,80,5,0,3,0,0,8,5
01612,Paxton,Massachusetts,4845,122.2,88,7,0,1,0,0,3,1
01701,Framingham,Massachusetts,32098,710.4,78,5,0,7,0,1,6,2
01702,Framingham,Massachusetts,39226,1775.8,53,6,0,8,0,2,24,8
01718,Acton,Massachusetts,716,3899.9,48,15,0,23,0,0,6,8
01719,Boxborough,Massachusetts,5546,187.5,72,1,0,20,0,0,3,5
01720,Acton,Massachusetts,22680,418.4,69,2,0,24,0,0,2,3
01721,Ashland,Massachusetts,17478,519.3,80,3,0,8,0,0,5,4
01730,Bedford,Massachusetts,14031,372.6,76,3,0,14,0,0,4,3
01731,Hanscom Afb,Massachusetts,2012,680.4,63,1,0,9,0,0,16,11
01740,Bolton,Massachusetts,5167,94.8,89,0,0,4,0,0,4,2
01741,Carlisle,Massachusetts,5160,122.6,82,0,0,11,0,0,2,4
